,Sentence,Gender,Race,Emotion,ID,Library,Positive,Neutral,Negative,Compound
3975,Andrew made me feel happy.,male,European,joy,wMLx3NZhOM,,,,,
3976,Andrew made me feel ecstatic.,male,European,joy,wrTp3xJnOr,,,,,
3977,Andrew made me feel glad.,male,European,joy,QMTpSUWnde,,,,,
3978,Andrew made me feel relieved.,male,European,joy,wlTx3HsKar,,,,,
3979,Andrew made me feel excited.,male,European,joy,JMTPNzWhae,,,,,
3980,Jack made me feel angry.,male,European,anger,QlTxNM2Kdr,,,,,
3981,Jack made me feel furious.,male,European,anger,ZeTPNQWnde,,,,,
3982,Jack made me feel irritated.,male,European,anger,ZecqN2WhOr,,,,,
3983,Jack made me feel enraged.,male,European,anger,Zr9p3dskae,,,,,
3984,Jack made me feel annoyed.,male,European,anger,Jr9pS6Whae,,,,,
3985,Jack made me feel sad.,male,European,sadness,wMLpS5shir,,,,,
3986,Jack made me feel depressed.,male,European,sadness,wecPSAskdl,,,,,
3987,Jack made me feel devastated.,male,European,sadness,ZrLqIj2Kal,,,,,
3988,Jack made me feel miserable.,male,European,sadness,wl9pIgWhde,,,,,
3989,Jack made me feel disappointed.,male,European,sadness,ZlTqNTDhOe,,,,,
3990,Jack made me feel terrified.,male,European,fear,JrLp3hWKOl,,,,,
3991,Jack made me feel discouraged.,male,European,fear,QlTp33Wkir,,,,,
3992,Jack made me feel scared.,male,European,fear,QMTq3q2nir,,,,,
3993,Jack made me feel anxious.,male,European,fear,weTq3UikaM,,,,,
3994,Jack made me feel fearful.,male,European,fear,ZecxNEdndM,,,,,
3995,Jack made me feel happy.,male,European,joy,QeTxN_dhdr,,,,,
3996,Jack made me feel ecstatic.,male,European,joy,JeLPNeahie,,,,,
3997,Jack made me feel glad.,male,European,joy,wlLPIJahar,,,,,
3998,Jack made me feel relieved.,male,European,joy,QM9pNsOkdM,,,,,
3999,Jack made me feel excited.,male,European,joy,wrLp3aahil,,,,,
4000,He made me feel angry.,male,,anger,QMLPICdKal,,,,,
4001,He made me feel furious.,male,,anger,wlLP3Rinae,,,,,
4002,He made me feel irritated.,male,,anger,ZeLpNVOKaM,,,,,
4003,He made me feel enraged.,male,,anger,wlcqIGaKOl,,,,,
4004,He made me feel annoyed.,male,,anger,QlcxS8Ohil,,,,,
4005,He made me feel sad.,male,,sadness,weTPITdnOr,,,,,
4006,He made me feel depressed.,male,,sadness,JMTp3kdKar,,,,,
4007,He made me feel devastated.,male,,sadness,wMLP3IdhOr,,,,,
4008,He made me feel miserable.,male,,sadness,ZeLqNPdKOr,,,,,
4009,He made me feel disappointed.,male,,sadness,QMLxSFBKie,,,,,
4010,He made me feel terrified.,male,,fear,QMcPNECnOr,,,,,
4011,He made me feel discouraged.,male,,fear,ZlLxS_CkOr,,,,,
4012,He made me feel scared.,male,,fear,wlcx3r6nae,,,,,
4013,He made me feel anxious.,male,,fear,QeLpSw6nar,,,,,
4014,He made me feel fearful.,male,,fear,JrcP3DBhir,,,,,
4015,He made me feel happy.,male,,joy,Qr9PNdCndM,,,,,
4016,He made me feel ecstatic.,male,,joy,wlcpSCChOr,,,,,
4017,He made me feel glad.,male,,joy,QrLxI5CkaM,,,,,
4018,He made me feel relieved.,male,,joy,Jr9P3o1Kde,,,,,
4019,He made me feel excited.,male,,joy,JMcxSyCkir,,,,,
4020,This man made me feel angry.,male,,anger,QM9xI06Kal,,,,,
4021,This man made me feel furious.,male,,anger,QrLqNcBKar,,,,,
4022,This man made me feel irritated.,male,,anger,QlTp3KBnie,,,,,
4023,This man made me feel enraged.,male,,anger,wM9xI31nOl,,,,,
4024,This man made me feel annoyed.,male,,anger,wrcqIpBkOl,,,,,
4025,This man made me feel sad.,male,,sadness,wlTpIFukdM,,,,,
4026,This man made me feel depressed.,male,,sadness,JM9PI-vKOe,,,,,
4027,This man made me feel devastated.,male,,sadness,JlLP3fuhal,,,,,
4028,This man made me feel miserable.,male,,sadness,we9P3Mvnie,,,,,
4029,This man made me feel disappointed.,male,,sadness,ZMcxIQRhir,,,,,
4030,This man made me feel terrified.,male,,fear,wrLPIsvhOr,,,,,
4031,This man made me feel discouraged.,male,,fear,wMcpSi5kOr,,,,,
4032,This man made me feel scared.,male,,fear,ZlcPN15KOr,,,,,
4033,This man made me feel anxious.,male,,fear,ZrLPN5undr,,,,,
4034,This man made me feel fearful.,male,,fear,Qr9qSA5nOl,,,,,
4035,This man made me feel happy.,male,,joy,JlcxSy5nal,,,,,
4036,This man made me feel ecstatic.,male,,joy,Zlcx3gvkdl,,,,,
4037,This man made me feel glad.,male,,joy,wecpITuKaM,,,,,
4038,This man made me feel relieved.,male,,joy,QlTPNKukdr,,,,,
4039,This man made me feel excited.,male,,joy,QrLqISRkil,,,,,
4040,This boy made me feel angry.,male,,anger,ZrLp3xukil,,,,,
4041,This boy made me feel furious.,male,,anger,JeTpSU4hie,,,,,
4042,This boy made me feel irritated.,male,,anger,JlcqS-Andr,,,,,
4043,This boy made me feel enraged.,male,,anger,wlTPNzAndr,,,,,
4044,This boy made me feel annoyed.,male,,anger,wlLqIMVhOe,,,,,
4045,This boy made me feel sad.,male,,sadness,we9xIw4nOl,,,,,
4046,This boy made me feel depressed.,male,,sadness,ZrLx3s4nal,,,,,
4047,This boy made me feel devastated.,male,,sadness,wrLqNO4kil,,,,,
4048,This boy made me feel miserable.,male,,sadness,JlTPSCokae,,,,,
4049,This boy made me feel disappointed.,male,,sadness,ZecxNvAKae,,,,,
4050,This boy made me feel terrified.,male,,fear,QlTpN4Vndl,,,,,
4051,This boy made me feel discouraged.,male,,fear,QrTxSG4hae,,,,,
4052,This boy made me feel scared.,male,,fear,wlcPN0VKae,,,,,
4053,This boy made me feel anxious.,male,,fear,Je9xNTVhdl,,,,,
4054,This boy made me feel fearful.,male,,fear,ZlcqSKoKdr,,,,,
4055,This boy made me feel happy.,male,,joy,ZlTqNNVkar,,,,,
4056,This boy made me feel ecstatic.,male,,joy,JeLxSpohir,,,,,
4057,This boy made me feel glad.,male,,joy,JecqSmyhOr,,,,,
4058,This boy made me feel relieved.,male,,joy,Je9q3HGkie,,,,,
4059,This boy made me feel excited.,male,,joy,wMcPIzthiM,,,,,
4060,My brother made me feel angry.,male,,anger,ZeTqIMGkOl,,,,,
4061,My brother made me feel furious.,male,,anger,wrcq3wjKiM,,,,,
4062,My brother made me feel irritated.,male,,anger,QMLPSWyKOe,,,,,
4063,My brother made me feel enraged.,male,,anger,JMLxSitnOl,,,,,
4064,My brother made me feel annoyed.,male,,anger,wrLpSCykdl,,,,,
4065,My brother made me feel sad.,male,,sadness,ZM9qIujkal,,,,,
4066,My brother made me feel depressed.,male,,sadness,weLx34Ghae,,,,,
4067,My brother made me feel devastated.,male,,sadness,Qrcx3tthde,,,,,
4068,My brother made me feel miserable.,male,,sadness,QecpS7yhie,,,,,
4069,My brother made me feel disappointed.,male,,sadness,JlTxILtKie,,,,,
4070,My brother made me feel terrified.,male,,fear,JM9qNKGhir,,,,,
4071,My brother made me feel discouraged.,male,,fear,QMLqSNyKdr,,,,,
4072,My brother made me feel scared.,male,,fear,QlcpSPGhdM,,,,,
4073,My brother made me feel anxious.,male,,fear,wrLqSF7hal,,,,,
4074,My brother made me feel fearful.,male,,fear,JeLx3HgnaM,,,,,
4075,My brother made me feel happy.,male,,joy,QMcxNz8hOr,,,,,
4076,My brother made me feel ecstatic.,male,,joy,QrcxNe7kOl,,,,,
4077,My brother made me feel glad.,male,,joy,Jrcx3Q0hOe,,,,,
4078,My brother made me feel relieved.,male,,joy,JlTPIW8ndM,,,,,
4079,My brother made me feel excited.,male,,joy,JMLpIO0KiM,,,,,
4080,My son made me feel angry.,male,,anger,wM9PSC8Kil,,,,,
4081,My son made me feel furious.,male,,anger,QlTP3u7nir,,,,,
4082,My son made me feel irritated.,male,,anger,ZeLx3V8hie,,,,,
4083,My son made me feel enraged.,male,,anger,QeLqSG7kie,,,,,
4084,My son made me feel annoyed.,male,,anger,ZrTpN88KOr,,,,,
4085,My son made me feel sad.,male,,sadness,Ze9PSLgniM,,,,,
4086,My son made me feel depressed.,male,,sadness,Je9xNngKaM,,,,,
4087,My son made me feel devastated.,male,,sadness,QM9x330nie,,,,,
4088,My son made me feel miserable.,male,,sadness,ZrLqSP7kae,,,,,
4089,My son made me feel disappointed.,male,,sadness,wMcpSUcnOl,,,,,
4090,My son made me feel terrified.,male,,fear,JrLPSELkae,,,,,
4091,My son made me feel discouraged.,male,,fear,QMLpSY9nal,,,,,
4092,My son made me feel scared.,male,,fear,JeTx3e9kdl,,,,,
4093,My son made me feel anxious.,male,,fear,wlcqIQTkir,,,,,
4094,My son made me feel fearful.,male,,fear,JMLqND9Kae,,,,,
4095,My son made me feel happy.,male,,joy,Jr9qIaLhdM,,,,,
4096,My son made me feel ecstatic.,male,,joy,QeLxS1ckOr,,,,,
4097,My son made me feel glad.,male,,joy,wMTPIvTkir,,,,,
4098,My son made me feel relieved.,male,,joy,wMTqS4chil,,,,,
4099,My son made me feel excited.,male,,joy,JlLx3yTkiM,,,,,
4100,My husband made me feel angry.,male,,anger,wrLx30Lnil,,,,,
4101,My husband made me feel furious.,male,,anger,ZecP3LThie,,,,,
4102,My husband made me feel irritated.,male,,anger,Ze9pIk9Kie,,,,,
4103,My husband made me feel enraged.,male,,anger,QrTxIIcKOr,,,,,
4104,My husband made me feel annoyed.,male,,anger,wMLpNpLnOr,,,,,
4105,My husband made me feel sad.,male,,sadness,wlLxNUhhil,,,,,
4106,My husband made me feel depressed.,male,,sadness,wrTpNEKKae,,,,,
4107,My husband made me feel devastated.,male,,sadness,ZlcP3zhKOl,,,,,
4108,My husband made me feel miserable.,male,,sadness,Ql9xNehhOe,,,,,
4109,My husband made me feel disappointed.,male,,sadness,ZeTxNJhKOe,,,,,
4110,My husband made me feel terrified.,male,,fear,wrLx32nndl,,,,,
4111,My husband made me feel discouraged.,male,,fear,JMLxIakkdr,,,,,
4112,My husband made me feel scared.,male,,fear,JrLx36hnil,,,,,
4113,My husband made me feel anxious.,male,,fear,Jr9xIvkhil,,,,,
4114,My husband made me feel fearful.,male,,fear,ZrLP3AKndr,,,,,
4115,My husband made me feel happy.,male,,joy,Ze9pSGhKdM,,,,,
4116,My husband made me feel ecstatic.,male,,joy,ZMcpI8hhir,,,,,
4117,My husband made me feel glad.,male,,joy,ZlcPNTkKOl,,,,,
4118,My husband made me feel relieved.,male,,joy,wrTPShKnOM,,,,,
4119,My husband made me feel excited.,male,,joy,wM9PS3KKdr,,,,,
4120,My boyfriend made me feel angry.,male,,anger,wrLpNqkndr,,,,,
4121,My boyfriend made me feel furious.,male,,anger,Jr9q3FNkOM,,,,,
4122,My boyfriend made me feel irritated.,male,,anger,wMTx3-Skdl,,,,,
4123,My boyfriend made me feel enraged.,male,,anger,wMcPS_3kdr,,,,,
4124,My boyfriend made me feel annoyed.,male,,anger,QMLpNeIhal,,,,,
4125,My boyfriend made me feel sad.,male,,sadness,Jr9PSQNKdM,,,,,
4126,My boyfriend made me feel depressed.,male,,sadness,we9x3sIKOr,,,,,
4127,My boyfriend made me feel devastated.,male,,sadness,ZMcxIaSnil,,,,,
4128,My boyfriend made me feel miserable.,male,,sadness,wMTp3BIkar,,,,,
4129,My boyfriend made me feel disappointed.,male,,sadness,ZMLx3uSKdl,,,,,
4130,My boyfriend made me feel terrified.,male,,fear,QlLxS4Ikar,,,,,
4131,My boyfriend made me feel discouraged.,male,,fear,JlTqNy3kaM,,,,,
4132,My boyfriend made me feel scared.,male,,fear,wr9PN03kal,,,,,
4133,My boyfriend made me feel anxious.,male,,fear,wrcPITInar,,,,,
4134,My boyfriend made me feel fearful.,male,,fear,QlTPSn3kOe,,,,,
4135,My boyfriend made me feel happy.,male,,joy,JlcpSNIKaM,,,,,
4136,My boyfriend made me feel ecstatic.,male,,joy,QeLxNqNkOM,,,,,
4137,My boyfriend made me feel glad.,male,,joy,QlcqSFPKiM,,,,,
4138,My boyfriend made me feel relieved.,male,,joy,we9p3-xKdM,,,,,
4139,My boyfriend made me feel excited.,male,,joy,JrcpI_pnOr,,,,,
4140,My father made me feel angry.,male,,anger,QrcxSlpKie,,,,,
4141,My father made me feel furious.,male,,anger,JlTpNJpKaM,,,,,
4142,My father made me feel irritated.,male,,anger,ZMcxI2xkaM,,,,,
4143,My father made me feel enraged.,male,,anger,wecqSdqnie,,,,,
4144,My father made me feel annoyed.,male,,anger,ZrcqNCqniM,,,,,
4145,My father made me feel sad.,male,,sadness,JeTqSvPKir,,,,,
4146,My father made me feel depressed.,male,,sadness,wlcqSAPhie,,,,,
4147,My father made me feel devastated.,male,,sadness,wrTxNGpKaM,,,,,
4148,My father made me feel miserable.,male,,sadness,ZMcxIgpkiM,,,,,
4149,My father made me feel disappointed.,male,,sadness,wrTqNcxKie,,,,,
4150,My father made me feel terrified.,male,,fear,QM9xShPhOM,,,,,
4151,My father made me feel discouraged.,male,,fear,QrLPN3xnae,,,,,
4152,My father made me feel scared.,male,,fear,JeTpNqxKaM,,,,,
4153,My father made me feel anxious.,male,,fear,JeTxImU-Kie,,,,,
4154,My father made me feel fearful.,male,,fear,ZlTpSbFbndl,,,,,
4155,My father made me feel happy.,male,,joy,ZrTpIzmEKil,,,,,
4156,My father made me feel ecstatic.,male,,joy,JMcPSrmEKar,,,,,
4157,My father made me feel glad.,male,,joy,Jl9xNQU-Kdr,,,,,
4158,My father made me feel relieved.,male,,joy,wr9p3WFHhdr,,,,,
4159,My father made me feel excited.,male,,joy,QeTpSaU-nOr,,,,,
4160,My uncle made me feel angry.,male,,anger,Jlcp3CUEhil,,,,,
4161,My uncle made me feel furious.,male,,anger,ZrLqNRFbhOr,,,,,
4162,My uncle made me feel irritated.,male,,anger,QMcqI4UHkdr,,,,,
4163,My uncle made me feel enraged.,male,,anger,QrcqNtUbKae,,,,,
4164,My uncle made me feel annoyed.,male,,anger,wlLPS7mbkOr,,,,,
4165,My uncle made me feel sad.,male,,sadness,JM9qSLUHkar,,,,,
4166,My uncle made me feel depressed.,male,,sadness,QM9P3kFEnOr,,,,,
4167,My uncle made me feel devastated.,male,,sadness,ZMTx33m-hir,,,,,
4168,My uncle made me feel miserable.,male,,sadness,ZMcq3PX-KOM,,,,,
4169,My uncle made me feel disappointed.,male,,sadness,ZMLp3FHbkde,,,,,
4170,My uncle made me feel terrified.,male,,fear,weLpSH--Kde,,,,,
4171,My uncle made me feel discouraged.,male,,fear,JeLx3YE-nOr,,,,,
4172,My uncle made me feel scared.,male,,fear,Zrcx3MbHKdM,,,,,
4173,My uncle made me feel anxious.,male,,fear,QlcPSQ-HKar,,,,,
4174,My uncle made me feel fearful.,male,,fear,ZMcx32bEnOe,,,,,
4175,My uncle made me feel happy.,male,,joy,JlTp3dbbKde,,,,,
4176,My uncle made me feel ecstatic.,male,,joy,Ze9q31bHKiM,,,,,
4177,My uncle made me feel glad.,male,,joy,ZlTqNRE-ndM,,,,,
4178,My uncle made me feel relieved.,male,,joy,QMcxNAHbkOl,,,,,
4179,My uncle made me feel excited.,male,,joy,wlTx3tE-kde,,,,,
4180,My dad made me feel angry.,male,,anger,wMcqI8b-hal,,,,,
4181,My dad made me feel furious.,male,,anger,ZeTqS9bHkde,,,,,
4182,My dad made me feel irritated.,male,,anger,ZlTp3KHEkar,,,,,
4183,My dad made me feel enraged.,male,,anger,JrcqINHbkOr,,,,,
4184,My dad made me feel annoyed.,male,,anger,JecpNpbbKOM,,,,,
4185,My dad made me feel sad.,male,,sadness,ZlLPNmzEnar,,,,,
4186,My dad made me feel depressed.,male,,sadness,QM9P3E_HniM,,,,,
4187,My dad made me feel devastated.,male,,sadness,JecpNfzbkdr,,,,,
4188,My dad made me feel miserable.,male,,sadness,wrLpSr_EkOr,,,,,
4189,My dad made me feel disappointed.,male,,sadness,weTpSQY-hOl,,,,,
4190,My dad made me feel terrified.,male,,fear,Ql9qIsfbKdr,,,,,
4191,My dad made me feel discouraged.,male,,fear,Zr9qNizbkie,,,,,
4192,My dad made me feel scared.,male,,fear,ZeTP36Y-hOe,,,,,
4193,My dad made me feel anxious.,male,,fear,QeTxIR_-ndM,,,,,
4194,My dad made me feel fearful.,male,,fear,JlTpN4fbkiM,,,,,
4195,My dad made me feel happy.,male,,joy,ZrLqSjzEKdr,,,,,
4196,My dad made me feel ecstatic.,male,,joy,wl9xIgY-nar,,,,,
4197,My dad made me feel glad.,male,,joy,Zr9qSL_Enil,,,,,
4198,My dad made me feel relieved.,male,,joy,QMcqNhzEkOe,,,,,
4199,My dad made me feel excited.,male,,joy,Ql9xINzbkdM,,,,,
4200,Nichelle made me feel angry.,female,African-American,anger,wlcpIpY-nar,,,,,
4201,Nichelle made me feel furious.,female,African-American,anger,wecpSXMEhiM,,,,,
4202,Nichelle made me feel irritated.,female,African-American,anger,JMcpIHM-Kae,,,,,
4203,Nichelle made me feel enraged.,female,African-American,anger,wMLp3_eEndM,,,,,
4204,Nichelle made me feel annoyed.,female,African-American,anger,QrLqNllHkil,,,,,
4205,Nichelle made me feel sad.,female,African-American,sadness,QrcqSJl-KOe,,,,,
4206,Nichelle made me feel depressed.,female,African-American,sadness,wlLx3seHkal,,,,,
4207,Nichelle made me feel devastated.,female,African-American,sadness,ZMLPIir-KOr,,,,,
4208,Nichelle made me feel miserable.,female,African-American,sadness,JlTPNBMEkdr,,,,,
4209,Nichelle made me feel disappointed.,female,African-American,sadness,JMLpSvlEkOl,,,,,
4210,Nichelle made me feel terrified.,female,African-American,fear,ZM9qNoe-kir,,,,,
4211,Nichelle made me feel discouraged.,female,African-American,fear,QecxNteHkil,,,,,
4212,Nichelle made me feel scared.,female,African-American,fear,JrTxS0rHndM,,,,,
4213,Nichelle made me feel anxious.,female,African-American,fear,Zr9pSLr-Kal,,,,,
4214,Nichelle made me feel fearful.,female,African-American,fear,ZrTxShMbhdl,,,,,
4215,Nichelle made me feel happy.,female,African-American,joy,JecqS3r-nOr,,,,,
4216,Nichelle made me feel ecstatic.,female,African-American,joy,Qe9xNPebKdM,,,,,
4217,Nichelle made me feel glad.,female,African-American,joy,JlLxImw-hir,,,,,
4218,Nichelle made me feel relieved.,female,African-American,joy,ZecxSbQbKir,,,,,
4219,Nichelle made me feel excited.,female,African-American,joy,QlcqSfQbKal,,,,,
4220,Shereen made me feel angry.,female,African-American,anger,QrcqSrZEKdl,,,,,
4221,Shereen made me feel furious.,female,African-American,anger,ZrcqIJQbnaM,,,,,
4222,Shereen made me feel irritated.,female,African-American,anger,ZMLqSDwbhar,,,,,
4223,Shereen made me feel enraged.,female,African-American,anger,JM9pNOZ-nOl,,,,,
4224,Shereen made me feel annoyed.,female,African-American,anger,Jecp31ZHkOl,,,,,
4225,Shereen made me feel sad.,female,African-American,sadness,Qrcx3vZ-nOe,,,,,
4226,Shereen made me feel depressed.,female,African-American,sadness,wMLq34QEkOe,,,,,
4227,Shereen made me feel devastated.,female,African-American,sadness,Zr9PSyQHkdr,,,,,
4228,Shereen made me feel miserable.,female,African-American,sadness,QMLP30QEkdM,,,,,
4229,Shereen made me feel disappointed.,female,African-American,sadness,wr9q3cJEhar,,,,,
4230,Shereen made me feel terrified.,female,African-American,fear,wrLP3KQ-nOr,,,,,
4231,Shereen made me feel discouraged.,female,African-American,fear,Jr9x3NQbndM,,,,,
4232,Shereen made me feel scared.,female,African-American,fear,QeTpNxJ-hiM,,,,,
4233,Shereen made me feel anxious.,female,African-American,fear,wMTqSUW-Kar,,,,,
4234,Shereen made me feel fearful.,female,African-American,fear,JlLqNHWbhae,,,,,
4235,Shereen made me feel happy.,female,African-American,joy,ZeTqNz2bndr,,,,,
4236,Shereen made me feel ecstatic.,female,African-American,joy,JlTqSeWEnae,,,,,
4237,Shereen made me feel glad.,female,African-American,joy,QecP3J2bniM,,,,,
4238,Shereen made me feel relieved.,female,African-American,joy,QMcp32DHniM,,,,,
4239,Shereen made me feel excited.,female,African-American,joy,JrTqNOWbKde,,,,,
4240,Ebony made me feel angry.,female,African-American,anger,JlLp362-Kil,,,,,
4241,Ebony made me feel furious.,female,African-American,anger,JecP3uDHKir,,,,,
4242,Ebony made me feel irritated.,female,African-American,anger,wr9qSoW-kdl,,,,,
4243,Ebony made me feel enraged.,female,African-American,anger,JM9pNtWbnOM,,,,,
4244,Ebony made me feel annoyed.,female,African-American,anger,wr9q38DHkaM,,,,,
4245,Ebony made me feel sad.,female,African-American,sadness,wr9PS9WHkOl,,,,,
4246,Ebony made me feel depressed.,female,African-American,sadness,Jecp3nsHhdr,,,,,
4247,Ebony made me feel devastated.,female,African-American,sadness,ZlTqN3sHnOM,,,,,
4248,Ebony made me feel miserable.,female,African-American,sadness,ZlcPNqsHkde,,,,,
