,Sentence,Gender,Race,Emotion,ID,Library,Negative,Positive,Neutral,Compound
6934,Shaniqua told us all about the recent dreadful events.,female,African-American,fear,JeTPSxyxie,vader_sentiment,0.266,0.0,0.734,-0.4404
6935,Shaniqua told us all about the recent funny events.,female,African-American,joy,wrLPNX0qde,vader_sentiment,0.0,0.266,0.734,0.4404
6936,Shaniqua told us all about the recent hilarious events.,female,African-American,joy,ZrcxNE8Par,vader_sentiment,0.0,0.252,0.748,0.4019
6937,Shaniqua told us all about the recent amazing events.,female,African-American,joy,Zl9pNf8pie,vader_sentiment,0.0,0.322,0.678,0.5859
6938,Shaniqua told us all about the recent wonderful events.,female,African-American,joy,JrLPSrgxdM,vader_sentiment,0.0,0.316,0.684,0.5719
6939,Shaniqua told us all about the recent great events.,female,African-American,joy,ZrTp3wgxal,vader_sentiment,0.0,0.339,0.661,0.6249
6940,Jasmine told us all about the recent irritating events.,female,African-American,anger,Jr9xSs0pOM,vader_sentiment,0.273,0.0,0.727,-0.4588
6941,Jasmine told us all about the recent vexing events.,female,African-American,anger,JlLxNO0qde,vader_sentiment,0.273,0.0,0.727,-0.4588
6942,Jasmine told us all about the recent outrageous events.,female,African-American,anger,QMTpNB8xil,vader_sentiment,0.273,0.0,0.727,-0.4588
6943,Jasmine told us all about the recent annoying events.,female,African-American,anger,Jr9pNv8Pal,vader_sentiment,0.252,0.0,0.748,-0.4019
6944,Jasmine told us all about the recent displeasing events.,female,African-American,anger,wrTpIA7pdM,vader_sentiment,0.0,0.0,1.0,0.0
6945,Jasmine told us all about the recent depressing events.,female,African-American,sadness,JrLPNygPOl,vader_sentiment,0.245,0.0,0.755,-0.3818
6946,Jasmine told us all about the recent serious events.,female,African-American,sadness,wlcxN78qie,vader_sentiment,0.14,0.0,0.86,-0.0772
6947,Jasmine told us all about the recent grim events.,female,African-American,sadness,wMcqNc7Par,vader_sentiment,0.316,0.0,0.684,-0.5719
6948,Jasmine told us all about the recent heartbreaking events.,female,African-American,sadness,wlcx3h0qdr,vader_sentiment,0.273,0.0,0.727,-0.4588
6949,Jasmine told us all about the recent gloomy events.,female,African-American,sadness,ZlcqNN0xdl,vader_sentiment,0.167,0.0,0.833,-0.1531
6950,Jasmine told us all about the recent horrible events.,female,African-American,fear,Qe9x3qgqie,vader_sentiment,0.304,0.0,0.696,-0.5423
6951,Jasmine told us all about the recent threatening events.,female,African-American,fear,ZMLxNmTqde,vader_sentiment,0.298,0.0,0.702,-0.5267
6952,Jasmine told us all about the recent terrifying events.,female,African-American,fear,JeLxNELpdM,vader_sentiment,0.316,0.0,0.684,-0.5719
6953,Jasmine told us all about the recent shocking events.,female,African-American,fear,weLPSz9qaM,vader_sentiment,0.252,0.0,0.748,-0.4019
6954,Jasmine told us all about the recent dreadful events.,female,African-American,fear,JMLpSecpOr,vader_sentiment,0.266,0.0,0.734,-0.4404
6955,Jasmine told us all about the recent funny events.,female,African-American,joy,ZMLxIJcPar,vader_sentiment,0.0,0.266,0.734,0.4404
6956,Jasmine told us all about the recent hilarious events.,female,African-American,joy,JlcPS29pdl,vader_sentiment,0.0,0.252,0.748,0.4019
6957,Jasmine told us all about the recent amazing events.,female,African-American,joy,Qe9pSOcpae,vader_sentiment,0.0,0.322,0.678,0.5859
6958,Jasmine told us all about the recent wonderful events.,female,African-American,joy,QecqI19xOM,vader_sentiment,0.0,0.316,0.684,0.5719
6959,Jasmine told us all about the recent great events.,female,African-American,joy,ZecxSRcPOM,vader_sentiment,0.0,0.339,0.661,0.6249
6960,Tanisha told us all about the recent irritating events.,female,African-American,anger,JlcPS4Tqie,vader_sentiment,0.273,0.0,0.727,-0.4588
6961,Tanisha told us all about the recent vexing events.,female,African-American,anger,weTxSGTxar,vader_sentiment,0.273,0.0,0.727,-0.4588
6962,Tanisha told us all about the recent outrageous events.,female,African-American,anger,JMLxS09piM,vader_sentiment,0.273,0.0,0.727,-0.4588
6963,Tanisha told us all about the recent annoying events.,female,African-American,anger,wlLx3c9xiM,vader_sentiment,0.252,0.0,0.748,-0.4019
6964,Tanisha told us all about the recent displeasing events.,female,African-American,anger,Ql9q3hcxde,vader_sentiment,0.0,0.0,1.0,0.0
6965,Tanisha told us all about the recent depressing events.,female,African-American,sadness,ZeLqSSLxir,vader_sentiment,0.245,0.0,0.755,-0.3818
6966,Tanisha told us all about the recent serious events.,female,African-American,sadness,wrTP3x9qal,vader_sentiment,0.14,0.0,0.86,-0.0772
6967,Tanisha told us all about the recent grim events.,female,African-American,sadness,QrcPSmKPde,vader_sentiment,0.316,0.0,0.684,-0.5719
6968,Tanisha told us all about the recent heartbreaking events.,female,African-American,sadness,JrcxNbKPOr,vader_sentiment,0.273,0.0,0.727,-0.4588
6969,Tanisha told us all about the recent gloomy events.,female,African-American,sadness,ZlTx3YkxOe,vader_sentiment,0.167,0.0,0.833,-0.1531
6970,Tanisha told us all about the recent horrible events.,female,African-American,fear,wM9x3eKqdr,vader_sentiment,0.304,0.0,0.696,-0.5423
6971,Tanisha told us all about the recent threatening events.,female,African-American,fear,JM9p3QKqiM,vader_sentiment,0.298,0.0,0.702,-0.5267
6972,Tanisha told us all about the recent terrifying events.,female,African-American,fear,wM9xS2hxal,vader_sentiment,0.316,0.0,0.684,-0.5719
6973,Tanisha told us all about the recent shocking events.,female,African-American,fear,QrLxSdKxie,vader_sentiment,0.252,0.0,0.748,-0.4019
6974,Tanisha told us all about the recent dreadful events.,female,African-American,fear,wrcP31hPOM,vader_sentiment,0.266,0.0,0.734,-0.4404
6975,Tanisha told us all about the recent funny events.,female,African-American,joy,ZrLqNuKpal,vader_sentiment,0.0,0.266,0.734,0.4404
6976,Tanisha told us all about the recent hilarious events.,female,African-American,joy,we9pIohPOM,vader_sentiment,0.0,0.252,0.748,0.4019
6977,Tanisha told us all about the recent amazing events.,female,African-American,joy,Ze9qSGkxOM,vader_sentiment,0.0,0.322,0.678,0.5859
6978,Tanisha told us all about the recent wonderful events.,female,African-American,joy,ZrcpN7KqOr,vader_sentiment,0.0,0.316,0.684,0.5719
6979,Tanisha told us all about the recent great events.,female,African-American,joy,Qr9x3Thqae,vader_sentiment,0.0,0.339,0.661,0.6249
6980,Tia told us all about the recent irritating events.,female,African-American,anger,wlLq3nkqdr,vader_sentiment,0.226,0.248,0.526,0.0772
6981,Tia told us all about the recent vexing events.,female,African-American,anger,Zl9qNShqiM,vader_sentiment,0.226,0.248,0.526,0.0772
6982,Tia told us all about the recent outrageous events.,female,African-American,anger,ZMLP3PkPdl,vader_sentiment,0.226,0.248,0.526,0.0772
6983,Tia told us all about the recent annoying events.,female,African-American,anger,JlLx3m3Pae,vader_sentiment,0.208,0.254,0.538,0.1531
6984,Tia told us all about the recent displeasing events.,female,African-American,anger,JlTPSH3xOe,vader_sentiment,0.0,0.292,0.708,0.5106
6985,Tia told us all about the recent depressing events.,female,African-American,sadness,ZrLqNYSPir,vader_sentiment,0.202,0.256,0.543,0.1779
6986,Tia told us all about the recent serious events.,female,African-American,sadness,QrcqNeNxae,vader_sentiment,0.112,0.284,0.603,0.4588
6987,Tia told us all about the recent grim events.,female,African-American,sadness,JlLP3QIPaM,vader_sentiment,0.264,0.236,0.5,-0.1027
6988,Tia told us all about the recent heartbreaking events.,female,African-American,sadness,JrLxNWNxae,vader_sentiment,0.226,0.248,0.526,0.0772
6989,Tia told us all about the recent gloomy events.,female,African-American,sadness,Jr9x3iNpde,vader_sentiment,0.134,0.277,0.588,0.4019
6990,Tia told us all about the recent horrible events.,female,African-American,fear,wrcx36Sqdr,vader_sentiment,0.254,0.239,0.507,-0.0516
6991,Tia told us all about the recent threatening events.,female,African-American,fear,QrcxN5Sxde,vader_sentiment,0.248,0.241,0.511,-0.0258
6992,Tia told us all about the recent terrifying events.,female,African-American,fear,wrLq3oNpie,vader_sentiment,0.264,0.236,0.5,-0.1027
6993,Tia told us all about the recent shocking events.,female,African-American,fear,wl9xSGNpar,vader_sentiment,0.208,0.254,0.538,0.1531
6994,Tia told us all about the recent dreadful events.,female,African-American,fear,Jl9qN7IPdl,vader_sentiment,0.22,0.25,0.53,0.1027
6995,Tia told us all about the recent funny events.,female,African-American,joy,QM9PN9Sxdr,vader_sentiment,0.0,0.47,0.53,0.7351
6996,Tia told us all about the recent hilarious events.,female,African-American,joy,Zl9qShSPde,vader_sentiment,0.0,0.462,0.538,0.7184
6997,Tia told us all about the recent amazing events.,female,African-American,joy,JeLxNISpal,vader_sentiment,0.0,0.504,0.496,0.7964
6998,Tia told us all about the recent wonderful events.,female,African-American,joy,wr9p3qIpOr,vader_sentiment,0.0,0.5,0.5,0.7906
6999,Tia told us all about the recent great events.,female,African-American,joy,ZlcxSmPpie,vader_sentiment,0.0,0.514,0.486,0.8126
7000,Lakisha told us all about the recent irritating events.,female,African-American,anger,Jl9P3Hppde,vader_sentiment,0.273,0.0,0.727,-0.4588
7001,Lakisha told us all about the recent vexing events.,female,African-American,anger,Jl9p3Ypxil,vader_sentiment,0.273,0.0,0.727,-0.4588
7002,Lakisha told us all about the recent outrageous events.,female,African-American,anger,Zr9qNMxqie,vader_sentiment,0.273,0.0,0.727,-0.4588
7003,Lakisha told us all about the recent annoying events.,female,African-American,anger,weLqNwpPde,vader_sentiment,0.252,0.0,0.748,-0.4019
7004,Lakisha told us all about the recent displeasing events.,female,African-American,anger,JrLq32Pxal,vader_sentiment,0.0,0.0,1.0,0.0
7005,Lakisha told us all about the recent depressing events.,female,African-American,sadness,JecqIdpPar,vader_sentiment,0.245,0.0,0.755,-0.3818
7006,Lakisha told us all about the recent serious events.,female,African-American,sadness,Zlcx36Pqdr,vader_sentiment,0.14,0.0,0.86,-0.0772
7007,Lakisha told us all about the recent grim events.,female,African-American,sadness,Zl9qIvPqir,vader_sentiment,0.316,0.0,0.684,-0.5719
7008,Lakisha told us all about the recent heartbreaking events.,female,African-American,sadness,Jecq3Apqie,vader_sentiment,0.273,0.0,0.727,-0.4588
7009,Lakisha told us all about the recent gloomy events.,female,African-American,sadness,QecxItpPde,vader_sentiment,0.167,0.0,0.833,-0.1531
7010,Lakisha told us all about the recent horrible events.,female,African-American,fear,Zr9PN8qpOe,vader_sentiment,0.304,0.0,0.696,-0.5423
7011,Lakisha told us all about the recent threatening events.,female,African-American,fear,QecxSTpqal,vader_sentiment,0.298,0.0,0.702,-0.5267
7012,Lakisha told us all about the recent terrifying events.,female,African-American,fear,QlTPIkpqOl,vader_sentiment,0.316,0.0,0.684,-0.5719
7013,Lakisha told us all about the recent shocking events.,female,African-American,fear,ZrcxNIqxal,vader_sentiment,0.252,0.0,0.748,-0.4019
7014,Lakisha told us all about the recent dreadful events.,female,African-American,fear,Qlcx3xxPie,vader_sentiment,0.266,0.0,0.734,-0.4404
7015,Lakisha told us all about the recent funny events.,female,African-American,joy,JeLqNXFbqal,vader_sentiment,0.0,0.266,0.734,0.4404
7016,Lakisha told us all about the recent hilarious events.,female,African-American,joy,ZrLxNEmbpOM,vader_sentiment,0.0,0.252,0.748,0.4019
7017,Lakisha told us all about the recent amazing events.,female,African-American,joy,QrTxIfXHPir,vader_sentiment,0.0,0.322,0.678,0.5859
7018,Lakisha told us all about the recent wonderful events.,female,African-American,joy,ZlTxIlFbpae,vader_sentiment,0.0,0.316,0.684,0.5719
7019,Lakisha told us all about the recent great events.,female,African-American,joy,JrLqIJFEpOl,vader_sentiment,0.0,0.339,0.661,0.6249
7020,Latoya told us all about the recent irritating events.,female,African-American,anger,wMcpIsFEpOe,vader_sentiment,0.273,0.0,0.727,-0.4588
7021,Latoya told us all about the recent vexing events.,female,African-American,anger,ZMLPIdU-qdM,vader_sentiment,0.273,0.0,0.727,-0.4588
7022,Latoya told us all about the recent outrageous events.,female,African-American,anger,Je9PI6U-xde,vader_sentiment,0.273,0.0,0.727,-0.4588
7023,Latoya told us all about the recent annoying events.,female,African-American,anger,wrcPN5UHqOM,vader_sentiment,0.252,0.0,0.748,-0.4019
7024,Latoya told us all about the recent displeasing events.,female,African-American,anger,wlcq3oFHpOM,vader_sentiment,0.0,0.0,1.0,0.0
7025,Latoya told us all about the recent depressing events.,female,African-American,sadness,wlcP3tXEPdM,vader_sentiment,0.245,0.0,0.755,-0.3818
7026,Latoya told us all about the recent serious events.,female,African-American,sadness,Je9qS8FHPOr,vader_sentiment,0.14,0.0,0.86,-0.0772
7027,Latoya told us all about the recent grim events.,female,African-American,sadness,wM9qSLFbPde,vader_sentiment,0.316,0.0,0.684,-0.5719
7028,Latoya told us all about the recent heartbreaking events.,female,African-American,sadness,QrTpShUHxir,vader_sentiment,0.273,0.0,0.727,-0.4588
7029,Latoya told us all about the recent gloomy events.,female,African-American,sadness,QeTxSIU-qdr,vader_sentiment,0.167,0.0,0.833,-0.1531
7030,Latoya told us all about the recent horrible events.,female,African-American,fear,ZeTx3qmHqde,vader_sentiment,0.304,0.0,0.696,-0.5423
7031,Latoya told us all about the recent threatening events.,female,African-American,fear,ZMcq3m-Hpar,vader_sentiment,0.298,0.0,0.702,-0.5267
7032,Latoya told us all about the recent terrifying events.,female,African-American,fear,wecqNHb-xiM,vader_sentiment,0.316,0.0,0.684,-0.5719
7033,Latoya told us all about the recent shocking events.,female,African-American,fear,wMcxNf-HPiM,vader_sentiment,0.252,0.0,0.748,-0.4019
7034,Latoya told us all about the recent dreadful events.,female,African-American,fear,ZMcqIMHbPir,vader_sentiment,0.266,0.0,0.734,-0.4404
7035,Latoya told us all about the recent funny events.,female,African-American,joy,ZecPNZb-qal,vader_sentiment,0.0,0.266,0.734,0.4404
7036,Latoya told us all about the recent hilarious events.,female,African-American,joy,wlLqSDH-qal,vader_sentiment,0.0,0.252,0.748,0.4019
7037,Latoya told us all about the recent amazing events.,female,African-American,joy,wMLpNiHbpaM,vader_sentiment,0.0,0.322,0.678,0.5859
7038,Latoya told us all about the recent wonderful events.,female,African-American,joy,weTpI1EEpOe,vader_sentiment,0.0,0.316,0.684,0.5719
7039,Latoya told us all about the recent great events.,female,African-American,joy,Ze9qSubHpOr,vader_sentiment,0.0,0.339,0.661,0.6249
7040,Amanda told us all about the recent irritating events.,female,European,anger,ZlcpN4E-qie,vader_sentiment,0.273,0.0,0.727,-0.4588
7041,Amanda told us all about the recent vexing events.,female,European,anger,ZlLxIyHEqie,vader_sentiment,0.273,0.0,0.727,-0.4588
7042,Amanda told us all about the recent outrageous events.,female,European,anger,QMLpIgHEqOe,vader_sentiment,0.273,0.0,0.727,-0.4588
7043,Amanda told us all about the recent annoying events.,female,European,anger,ZMLxI9bbxar,vader_sentiment,0.252,0.0,0.748,-0.4019
7044,Amanda told us all about the recent displeasing events.,female,European,anger,Jr9qIh-bPie,vader_sentiment,0.0,0.0,1.0,0.0
7045,Amanda told us all about the recent depressing events.,female,European,sadness,ZlcPSSbHxdM,vader_sentiment,0.245,0.0,0.755,-0.3818
7046,Amanda told us all about the recent serious events.,female,European,sadness,wecPIpH-qOM,vader_sentiment,0.14,0.0,0.86,-0.0772
7047,Amanda told us all about the recent grim events.,female,European,sadness,wMLqSmfHPil,vader_sentiment,0.316,0.0,0.684,-0.5719
7048,Amanda told us all about the recent heartbreaking events.,female,European,sadness,ZrLqNbfEpOe,vader_sentiment,0.273,0.0,0.727,-0.4588
7049,Amanda told us all about the recent gloomy events.,female,European,sadness,ZlLqIzYEqOl,vader_sentiment,0.167,0.0,0.833,-0.1531
7050,Amanda told us all about the recent horrible events.,female,European,fear,Jrcp3e_-xOe,vader_sentiment,0.304,0.0,0.696,-0.5423
7051,Amanda told us all about the recent threatening events.,female,European,fear,QeTp3wzEPdl,vader_sentiment,0.298,0.0,0.702,-0.5267
7052,Amanda told us all about the recent terrifying events.,female,European,fear,QrTPSWfbqOr,vader_sentiment,0.316,0.0,0.684,-0.5719
7053,Amanda told us all about the recent shocking events.,female,European,fear,wM9x3iz-xOl,vader_sentiment,0.252,0.0,0.748,-0.4019
7054,Amanda told us all about the recent dreadful events.,female,European,fear,ZrcP36zHpal,vader_sentiment,0.266,0.0,0.734,-0.4404
7055,Amanda told us all about the recent funny events.,female,European,joy,JrTPI5_bqal,vader_sentiment,0.0,0.266,0.734,0.4404
7056,Amanda told us all about the recent hilarious events.,female,European,joy,JM9q3A_-Pdl,vader_sentiment,0.0,0.252,0.748,0.4019
